Model,Engine Size (cm3),Horse Power (HP),Year,Location,Kilometers,Fuel Type,Price (EUR),URL
BMW Seria 3 320d xDrive Aut.,1995,190,2023,Sibiu,36600,Diesel,41901,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-ID7Hx4vl.html
BMW Seria 3 330e xDrive AT PHEV,1998,184,2021,Cluj,20000,Hibrid Plug-In,41999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-at-phev-ID7HBKA1.html
BMW Seria 3 320d AT MHEV,1995,190,2023,Ilfov,22301,Diesel,41999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-at-mhev-ID7Hy9Pb.html
BMW Seria 3 320i xDrive Aut. M Sport,1998,184,2024,Bucuresti,10400,Benzina,42578,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-aut-m-sport-ID7HBwF1.html
BMW Seria 3,1998,258,2022,Prahova,50000,Benzina,42721,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HAkDA.html
BMW Seria 3 318i AT,1998,156,2024,Bucuresti,8000,Benzina,43868,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318i-at-ID7HBEhK.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2023,Bucuresti,84000,Diesel,43900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hy7a4.html
BMW Seria 3,2500,740,1989,Bucuresti,29000,Benzina,44500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HxYur.html
BMW Seria 3 330d xDrive AT MHEV,2993,286,2022,Bucuresti,27858,Diesel,44500,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330d-xdrive-at-mhev-ID7HBFeg.html
BMW Seria 3 320d xDrive Aut. M Sport,1995,190,2023,Sibiu,25400,Diesel,44900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-aut-m-sport-ID7HyJDs.html
BMW Seria 3,1998,184,2024,Bucuresti,19424,Benzina,44950,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HBzuY.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2023,Timis,63400,Diesel,45000,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBCGo.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2024,Bucuresti,11862,Diesel,45990,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7Hyfiv.html
BMW Seria 3 320i xDrive AT,1998,184,2023,Ilfov,21080,Benzina,45999,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HB2U8.html
BMW Seria 3 320d Aut. M Sport,1995,190,2023,Bucuresti,12808,Diesel,47900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-aut-m-sport-ID7HBjkf.html
BMW Seria 3 330e xDrive Aut.,1998,184,2021,Bucuresti,187655,Hibrid,49433,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-aut-ID7H6tjR.html
BMW Seria 3 330e xDrive Aut.,1998,184,2023,Bucuresti,7400,Hibrid Plug-In,50789,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330e-xdrive-aut-ID7HqTCl.html
BMW Seria 3 320d xDrive AT,1995,190,2023,Satu Mare,5000,Diesel,52288,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-ID7HetnX.html
BMW Seria 3,1998,184,2023,Prahova,9820,Benzina,52955,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7Hq8gA.html
BMW Seria 3 320i xDrive AT,1998,184,2025,Iasi,1,Benzina,53899,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HyE0O.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2024,Iasi,12000,Diesel,54900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HBiNF.html
BMW Seria 3 320i xDrive AT,1998,184,2025,Maramures,1,Benzina,56221,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7Hv3qP.html
BMW Seria 3 320i xDrive AT,1998,184,2025,Arges,6000,Benzina,58310,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320i-xdrive-at-ID7HB6L4.html
BMW Seria 3 318d AT MHEV,1995,150,2024,Bucuresti,1,Diesel,60121,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-318d-at-mhev-ID7HqTKY.html
BMW Seria 3 320d xDrive AT MHEV,1995,190,2024,Maramures,1,Diesel,60781,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-320d-xdrive-at-mhev-ID7HmDyV.html
BMW Seria 3 330i xDrive AT,1998,245,2025,Satu Mare,1,Benzina,62951,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ver-330i-xdrive-at-ID7HvWZv.html
BMW Seria 3,2495,150,1976,Ilfov,38600,Benzina,66900,https://www.autovit.ro/autoturisme/anunt/bmw-seria-3-ID7HkmRW.html
